longitude,latitude,date,aet,def,pet,ppt,q,soil,swe,tmax,tmin,tmean
-97.7291666666667,17.0625,1999-05-01,63.6,72.4,136,59.6,3,36.5,0,23.870000000000005,7.540000000000006,15.705000000000005
-97.6875,17.0625,1999-05-01,59.3,78.10000000000001,137.4,55.6,2.8000000000000003,34.9,0,25.38000000000001,8.25,16.815000000000005
-97.6458333333333,17.0625,1999-05-01,58.3,80.10000000000001,138.4,55,2.7,33.4,0,25.53,8.400000000000006,16.965000000000003
-97.7291666666667,17.1041666666667,1999-05-01,62.900000000000006,77.5,140.4,59.6,3,34.4,0,24.769999999999996,8.120000000000005,16.445
-97.6875,17.1041666666667,1999-05-01,62.2,75,137.20000000000002,58.900000000000006,2.9000000000000004,34,0,24.14,7.490000000000009,15.815000000000005
-97.6458333333333,17.1041666666667,1999-05-01,63.3,72.2,135.5,60.3,3,33,0,23.24000000000001,6.990000000000009,15.115000000000009
-97.7291666666667,17.0208333333333,1999-06-01,117,0,117,229.8,11.5,138.70000000000002,0,25.730000000000004,10.28,18.005000000000003
-97.6875,17.0208333333333,1999-06-01,113.8,0,113.8,224.5,11.2,135,0,23.25,8.700000000000003,15.975000000000001
-97.6458333333333,17.0208333333333,1999-06-01,117.9,0,117.9,235.8,11.8,140.1,0,25.13000000000001,9.78,17.455000000000005
-97.7291666666667,17.0625,1999-06-01,111.3,0,111.3,212.5,10.6,127.1,0,22.03,7.909999999999997,14.969999999999999
-97.6875,17.0625,1999-06-01,113.7,0,113.7,219.5,11,129.70000000000002,0,23.81,8.790000000000006,16.300000000000004
-97.6458333333333,17.0625,1999-06-01,114.9,0,114.9,223.3,11.2,130.6,0,23.85000000000001,8.829999999999998,16.340000000000003
-97.7291666666667,17.1041666666667,1999-06-01,114.2,0,114.2,206.9,10.3,116.7,0,22.75,8.450000000000003,15.600000000000001
-97.6875,17.1041666666667,1999-06-01,112.3,0,112.3,211.5,10.6,122.6,0,22.230000000000004,7.930000000000007,15.080000000000005
